Course,Name,City,State,Rank,Type,Website,passion_interest
2. Aerospace Engineering,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Aviation
* Space exploration
* Aerodynamics
* Propulsion
* Mathematics"
3. Chemical Engineering,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Chemistry
* Physics
* Math
* Sustainability
* Energy"
4. Civil Engineering,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Design
* Construction
* Environment
* Infrastructure
* Project Management"
5. Computer Science and Engineering,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Problem-solving
* Technology
* Innovation
* Software development
* Programming"
6. Electrical Engineering,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Circuits
* Electronics
* Power Systems
* Control Systems
* Signal Processing"
7. Electronics and Communication Engineering,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Physics
* Mathematics
* Technology
* Communication
* Problem-solving"
8. Industrial Engineering,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Manufacturing
* Production
* Logistics
* Operations
* Quality"
9. Instrumentation and Control Engineering,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Automation
* Sensors
* Robotics
* Mechatronics
* Control systems"
10. Mechanical Engineering,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Mathematics
* Physics
* Problem Solving
* Creativity
* Design"
11. Polymer Science,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Advanced materials
* Sustainability
* Biomedical applications
* Optoelectronics
* Nanomaterials"
12. Production and Industrial Engineering,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Efficiency
* Systems
* Optimization
* Innovation
* Technology"
1. Bachelor of Technology (B.Tech) in Aerospace Engineering,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Aviation
* Spacecraft
* Defense
* Robotics
* Technology"
2. Bachelor of Technology (B.Tech) in Biotechnology,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Biotechnology
* Research
* Medicine
* Science
* Engineering"
3. Bachelor of Technology (B.Tech) in Chemical Engineering,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Manufacturing
* Process design
* Materials science
* Energy
* Research"
4. Bachelor of Technology (B.Tech) in Civil Engineering,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Infrastructure
* Design
* Construction
* Sustainability
* Transportation"
5. Bachelor of Technology (B.Tech) in Computer Science and Engineering,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Technology
* Programming
* Innovation
* Data analysis
* Problem-solving"
6. Bachelor of Technology (B.Tech) in Electrical and Electronics Engineering,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Engineering
* Electronics
* Technology
* Innovation
* Problem-solving"
7. Bachelor of Technology (B.Tech) in Electronics and Communication Engineering,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Technology
* Electronics
* Communication
* Innovation
* Problem-Solving"
8. Bachelor of Technology (B.Tech) in Instrumentation and Control Engineering,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Measurement
* Control systems
* Automation
* Robotics
* Data analytics"
9. Bachelor of Technology (B.Tech) in Mechanical Engineering,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Machines
* Design
* Innovation
* Automation
* Manufacturing"
10. Bachelor of Technology (B.Tech) in Metallurgical and Materials Engineering,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Materials Science
* Thermodynamics
* Mechanics
* Corrosion
* Nanotechnology"
11. Bachelor of Architecture (B.Arch),"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Creativity
* Design
* Technology
* Sustainability
* History"
12. Bachelor of Science (B.Sc) in Chemistry,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Science
* Research
* Medicine
* Education
* Industry"
13. Bachelor of Science (B.Sc) in Mathematics,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Problem-solving
* Analytical thinking
* Logical reasoning
* Data analysis
* Computer science"
14. Bachelor of Science (B.Sc) in Physics,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Astronomy
* Astrophysics
* Engineering
* Geophysics
* Materials Science"
15. Bachelor of Business Administration (BBA),"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Business
* Management
* Finance
* Marketing
* Entrepreneurship"
16. Bachelor of Computer Applications (BCA),"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,38,Central,https://nitk.ac.in/,"* Technology
* Programming
* Software Development
* Data Science
* Web Design"
1. Bachelor of Science in Nursing (BSc Nursing),Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,39,Central,https://jipmer.edu.in/,"* Caring
* Health
* Science
* Compassion
* Helping"
2. Bachelor of Science in Medical Lab Technology (BSc MLT),Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,39,Central,https://jipmer.edu.in/,"* Diagnostics 
* Healthcare
* Research
* Medicine
* Science"
3. Bachelor of Science in Optometry (BSc Optometry),Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,39,Central,https://jipmer.edu.in/,"* Vision
* Healthcare
* Physics
* Biology
* Mathematics"
4. Bachelor of Science in Medical Imaging Technology (BSc MIT),Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,39,Central,https://jipmer.edu.in/,"* Medicine
* Science
* Technology
* Imaging
* Health"
5. Bachelor of Science in Cardiovascular Technology (BSc CVT),Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,39,Central,https://jipmer.edu.in/,"* Cardiovascular Health
* Medical Technology
* Patient Care
* Anatomy and Physiology
* Healthcare Industry"
6. Bachelor of Science in Dialysis Technology (BSc DT),Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,39,Central,https://jipmer.edu.in/,"* Healthcare
* Medicine
* Science
* Technology
* Helping others"
7. Bachelor of Science in Respiratory Therapy (BSc RT),Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,39,Central,https://jipmer.edu.in/,"* *Interest in the respiratory system* 
* *Desire to help people with respiratory problems* 
* *Passion for science and medicine* 
* *Strong work ethic* 
* *Excellent communication skills*"
8. Bachelor of Science in Anaesthesia Technology (BSc AT),Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,39,Central,https://jipmer.edu.in/,"* Science
* Medicine
* Technology
* Patient Care
* Anesthesia"
9. Bachelor of Science in Operation Theatre Technology (BSc OTT),Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,39,Central,https://jipmer.edu.in/,"* Medicine
* Surgery
* Healthcare
* Sterilization
* Instruments"
1. Computer Science and Engineering,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Interest in technology
* Problem-solving skills
* Logical thinking
* Creativity
* Innovation"
2. Mechanical Engineering,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Problem-solving
* Design
* Innovation
* Technology
* Mobility"
3. Civil Engineering,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Buildings
* Design
* Infrastructure
* Environment
* Structures"
4. Electrical Engineering,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Electronics
* Circuits
* Power
* Design
* Automation"
5. Electronics and Communication Engineering,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Communication
* Electronics
* Circuits
* Robotics
* Data Science"
6. Chemical Engineering,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Environment
* Materials
* Energy
* Health
* Computation"
7. Biotechnology,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Medicine
* Research
* Environment
* Food
* Agriculture"
8. Architecture,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Design
* Creativity
* Problem-solving
* Sustainability
* History"
11. Civil Engineering (Construction Technology),Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Infrastructure
* Construction
* Technology
* Design
* Management"
12. Electrical Engineering (Power Systems),Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Design
* Analysis
* Control
* Protection
* Distribution"
13. Electronics and Communication Engineering (Communication Systems),Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Signal processing
* Wireless communication
* Information theory
* Network security
* Embedded systems"
14. Chemical Engineering (Petrochemical Technology),Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Chemistry
* Engineering
* Petroleum
* Technology
* Research"
15. Biotechnology (Bioinformatics),Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Genomics
* Biomolecules
* Bioinformatics
* Data analysis
* Programming"
16. Architecture (Sustainable Architecture),Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,,40,Deemed,https://thapar.edu/,"* Environment
* Sustainability
* Design
* Building
* Technology"
1. Bachelor of Chemical Engineering (B.Tech),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Chemistry
* Mathematics
* Physics
* Environment
* Manufacturing"
2. Bachelor of Computer Engineering (B.E),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Software development
* Computer systems
* Machine learning
* Cybersecurity
* Data science"
3. Bachelor of Electronics and Telecommunication Engineering (B.E),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Circuitry
* Communication
* Networks
* Robotics
* Automation"
4. Bachelor of Information Technology (B.E),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Computers
* Technology
* Software
* Programming
* Design"
5. Bachelor of Civil Engineering (B.E),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Construction
* Design
* Infrastructure
* Planning
* Sustainability"
6. Bachelor of Mechanical Engineering (B.Tech),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Physics
* Mathematics
* Design
* Manufacturing
* Energy"
7. Bachelor of Biotechnology (B.Tech),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Genetics
* Microbiology
* Biochemistry
* Biophysics
* Cell Biology"
8. Bachelor of Pharmacy (B.Pharm),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Chemistry
* Biology
* Healthcare
* Drug Development
* Research"
9. Bachelor of Science in Food Technology (B.Sc),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Food
* Chemistry 
* Nutrition 
* Health
* Science"
10. Bachelor of Science in Polymer Science and Chemical Technology (B.Sc),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Chemistry
* Sustainability
* Materials
* Innovation
* Research"
11. Bachelor of Science in Oil Technology and Management (B.Sc),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Petroleum
* Energy
* Economics
* Business
* Exploration"
12. Bachelor of Science in Paints and Coatings Technology (B.Sc),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Innovation
* Formulation
* Materials
* Surfaces
* Sustainability"
13. Bachelor of Science in Petrochemicals Technology (B.Sc),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Energy
* Materials science
* Chemistry
* Industry
* Engineering"
14. Bachelor of Science in Pharmaceuticals Sciences (B.Sc),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Drug development
* Drug discovery
* Medicinal chemistry
* Pharmacology
* Healthcare"
15. Bachelor of Science in Rubber Technology (B.Sc),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Chemistry
* Materials
* Production
* Engineering
* Science"
16. Bachelor of Science in Textiles Technology (B.Sc),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Fashion
* Design
* Textiles
* Sustainability
* Manufacturing"
17. Bachelor of Business Administration (BBA),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Business
* Management
* Marketing
* Finance
* Accounting"
18. Bachelor of Commerce (B.Com),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Commerce
* Accounting
* Finance
* Marketing
* Management"
19. Bachelor of Science in Applied Chemistry (B.Sc),Institute of Chemical Technology,,Maharashtra,41,Deemed,https://www.ictmumbai.edu.in/,"* Chemistry
* Science
* Research
* Industry
* Education"
1. Bachelor of Technology (B.Tech.) in Electronics and Electrical Engineering,Indian Institute of Technology (Indian School of Mines),Dhanbad,Iharkhand,42,Central,https://www.iitism.ac.in/,"* Engineering
* Technology
* Electronics
* Design
* Robotics"
2. Bachelor of Technology (B.Tech.) in Mechanical Engineering,Indian Institute of Technology (Indian School of Mines),Dhanbad,Iharkhand,42,Central,https://www.iitism.ac.in/,"* Design
* Innovation
* Manufacturing
* Automation
* Energy"
3. Bachelor of Technology (B.Tech.) in Metallurgical and Materials Engineering,Indian Institute of Technology (Indian School of Mines),Dhanbad,Iharkhand,42,Central,https://www.iitism.ac.in/,"* Engineering
* Materials
* Metals
* Manufacturing
* Research"
4. Bachelor of Technology (B.Tech.) in Computer Science and Engineering,Indian Institute of Technology (Indian School of Mines),Dhanbad,Iharkhand,42,Central,https://www.iitism.ac.in/,"* Programming
* Software Development
* Artificial Intelligence
* Data Science
* Cyber Security"
